text
"religion, politics, sometimes racial, et cetera."
So that's why you need actually balance.
The second reason you need balance other
than independent thought is because the answer
is almost never black and white.
"And that gets into a really interesting to us,"
"because mainstream media, in my opinion, is the matrix."
And its job is to delude you into thinking corporate rule
"is great for you and we should never change it,"
and the status quo is wonderful.
So they have created a false middle.
"What mainstream media calls moderate is actually,"
"in my opinion, extremist corporate ideology."
"So for example, they'll say, Joe Manchin is a moderate,"
none of his positions are moderate other
than potentially gun control in West Virginia.
He's not for gun control.
The people of West Virginia are not
"for gun control, generally speaking."
"So, and he uses that and they usually"
"have these shiny objects where they're like, you see this?"
"I'm a moderate because of guns,"
or I'm a moderate because I'm a Democrat from West Virginia.
"But wait, let's look at your positions."
"You're against paid family leave, that polls at 84%."
So you're a radical corporatist who say
that women should be forced back into work
the day after they have birth.
You're against a higher minimum wage. You're against...
You're for every corporate position.
And they all poll at 33% or less.
So Joe Manchin is not at all a moderate.
And this applies to almost every corporate Republican
and every corporate Democrat.
They're all extremists in supporting
what I call corporatism.
So you have to get to a balance in order to get
to the right answer.
- So that's an interesting distinction here.
"So you're actually, as far as I understand, pro capitalism?"
- Yes.
- Which is an interesting place to be.
That's the thing that probably makes you center left
and then still populist.
"You're full of beautiful contradictions,"
"let's say this, which will be great to untangle."
But what's the difference
between corporatism and capitalism?
Is there a difference?
"- Yeah, so I really believe in capitalism."
I don't think that there's really a second choice.
Where it gets super interesting
"is the distinction between capitalism and socialism,"
because that's not at all as clear as people think it is.
And people often say socialism and communism
"as synonyms when they're not synonyms, right?"
"And so I view it as, there's basically four distinct areas."
"It's obviously a spectrum. Everything is a spectrum, right?"
"On one end, you have communism on the left"
and on the other end you have corporatism on the right.
Okay? And I would argue that capitalism is in the middle.
"And so communism we know, state owns all property."
You're not allowed to have private property.
So I will piss off a lot of people in this show.
And so I'm asking
"for their patience, please hear me out, and because,"
"don't worry, I'm gonna piss off the other side too."
Okay?
"So communism makes no sense at all,"
totally opposed to human nature.
It never works.
It always evolves into dictatorship because it
is not built for human nature.
We're never going to act like that. It's not in our DNA.
You could try to wish it into existence than they have.
And it never works.
And it's because once you have almost no rules
"in terms of, oh, we're all equal,"
and even though communism eventually winds up
"having an enormous amount of rules, right?"
"It creates a power vacuum when you say, hey,"
"there's no structure of power here, right?"
We're all equal. It's a flat line.
"One guy usually gets up, because that's human nature,"
"and goes, eh, I don't think so."
"I think if you're gonna leave a power vacuum,"
I'm gonna take that power vacuum.
"- That's actually a really interesting way to put it,"
"'cause when everyone is equal, nobody is in power,"
and human nature is such that there's everybody's
"that there's a will to power,"
"so when you create a power vacuum,"
somebody's going to to fill it.
"So the alternative is to have people in power,"
but there's a balance of power.
And then there's like a democratic system that elects
the people in power
and keeps churning and rotating who's involved.
"- That is exactly it, Lex, you got it exactly right,"
in my opinion.
Okay?
So that's why communism never works and can never work.
"So it's an idea of like,"
we're all gonna work as hard as we possibly can
and take only what we need.
Where? When?
When has that ever happened in the history
"of humanity, right?"
We're just not built that way.
"So, okay, we can get into that debate with my friends"
"on the left, et cetera."
"Now, corporatism is just as extreme and just as dangerous."
And that is basically what we have in America now.
"What we have in America now,"
and this is another giant trick that the matrix played
"on everybody, that they did a shell game,"
and all of a sudden extreme corporatists like Manchin
and almost every Republican in the Senate are moderates.
"Oh my God, Mitch McConnell all of a sudden"
"is a moderate, and et cetera,"
as long as you're not a populist.
"Populists are never moderate, okay?"
But if you love corporations and corporate tax cuts
"and everything in favor of corporations,"
you're magically called a moderate
"when you actually, according to the polling,"
have super extreme positions that the American people hate.
"And by the way,"
that's part of the reason for the rise of Trump.
We can come back to that. Okay?
"But the second shell game is taking out capitalism,"
"putting in corporatism, but still calling it capitalism."
Okay? So what is corporatism?
It is when corporations slowly take over the system
and create monopoly and oligopoly power.
So that snuffs out equality of opportunity.
So how do they do that?
"When people say the system is rigged,"
they oftentimes can't explain it that well.
"And then mainstream media goes, ""Ah,"
you sound conspiratorial. (laughs)
"It was rigged. Yeah, I wonder how?"""
"Yeah, super easy to explain it."
"Here's one of dozens of examples, carried interest loophole."
"So that is for hedge funds, private equity,"
"the top people on Wall Street,"
that's part of their income.
"They get 2 and 20, right?"
So 2% is a flat fee no matter what happens to the fund.
And 20% of the profits of the fund goes back
to the people who invested it.
"It's not their money, it's not their investment."
What they're getting is actually just income
and should be taxed at the highest rate.
"But it's because of this loophole,"
it's taxed at a much lower rate at around 20%.
So do you know at what income level you go above 20%
if you're a regular Joe?
"It's at $84,000 a year."
So these billionaires are getting the same tax rate
"as people making $84,000 a year."
It's unbelievably unfair.
And that's corporatism taking
over and starting to rig the rules.
I'm gonna pay less taxes. You are gonna pay more taxes.
"Okay? So again, I can give you dozens of those examples."
"So, and mergers, so that they get to oligopoly power,"
"that's how you rig a system,"
"lowering the corporate tax rates,"
"making sure that there is no real minimum wage,"
"making sure there's no universal healthcare,"
we all become indentured servants of corporations...
"They take away power from the average guy,"
give it to the most powerful people in the world.
"So, and but the most important distinction, Lex,"
is that corporatism hates competition.
It wants monopoly and oligopoly power.
Whereas capitalism loves competition and wants
the free markets.
"And I remember, you know,"
"we started Young Turks back in 2002,"
"so we've been around for 22 years,"
longest running daily show on the internet ever.
"And so we were pre-Iraq War, and the Iraq War starts,"
and Dick Cheney starts handing out no-bid contracts.
"I'm like, what part of capitalism is a no-bid contract?"
You can't negotiate drug prices.
That's the most anti-free market thing I have ever heard.
It's almost like communism for corporations.
They get everything.
"And you get nothing, right?"
"So it's preposterous, it's awful,"
"and it kills the free markets,"
"and it's killing this country,"
and it is the main ideology and religion
of the establishment.
- Are all companies built the same here?
"So when you say corporatism, it seems like,"
"just looking here at the list of, by industry lobbyists,"
it seems like there are certain industries
that are worse offenders
"than others, like pharmaceuticals, like insurance,"
oil and gas?
- Yeah.
- So it seems to me it feels wrong
to just throw all companies into the same bucket
"of like, they're all guilty."
- No.
"No, they're not all guilty."
So let's make a bunch of distinctions here.
"So first of all, can you, first of all,"
"are they, quote, unquote, guilty?"
"They're doing something that is logical and natural, right?"
"So if you're a company,"
do you wanna pay higher taxes or lower taxes?
"Of course you wanna pay lower taxes, right?"
Do you wanna have higher employee costs
or lower employee costs?
"Of course you want lower employee costs, right?"
But the government needs to understand
that and protect us from that power that they are going
to exercise to get to those results.
"And if you think free markets as there is no government,"
"you read it wrong,"
go back and reread Adam Smith.
"He says, you must protect against monopoly power."
"If you do not protect against monopoly power,"
you'll have no free markets.
And he's absolutely right.
So second distinction is between small business
and big business.
"That's why Republicans will always be like, oh,"
we're doing this for small business.
That's why we got the biggest oil companies
in the world $30 billion in subsidies.
"What happened to small business, right?"
So I run a small business.
"And so if people were to say like, hey,"
maybe there should be exemptions for some
of the regulations if your company has less
"than five employees, 10 employees,"
"50 employees, et cetera..."
There's some logic in that.
'Cause businesses have different stages of growth
and they have different interests and different needs
in those stages of growth.
And we wanna facilitate small business growth
"because that's great for the economy,"
"that's great for markets, freedom, et cetera."
"But the bigger corporations,"
"even there, there's a third distinction."
It isn't that there's certain industries
"that are worse, there's just that"
there are industries that are better at lobbying.
"So anyone who, like right now,"
number one donor in Washington?
A lot of people make a mistake.
They think it's AIPAC or they think it's the oil companies
or the banks.
"No, it's big pharma, okay?"
And who has the most power in this country? Big pharma.
So we can't even negotiate the drug prices.
"I mean, look, guys, think about it this way."
"That's like saying, okay, here's a bottle of water."
And normally in the free market that would cost
"about a dollar, right?"
"And in the, for Medicare, the drug companies come"
"in and go, no, I'm not charging a dollar for that water."
I'm charging $100.
"And the government has to say, yes, sir, thank you, sir,"
"of course, sir, we'll pay $100."
"That's why I compare it to communism,"
because I can't imagine anything more diametrically opposed
to the free market then you the consumer
have to pay whatever the hell a corporation charges.
That's insanity.
"Let alone the patents,"
let alone the fact that the American people pay
for the research and then they make billions
"of dollars off of it, and we get nothing but robbed by them."
So it's about lobby power.
Oil companies have huge lobby power.
Defense contractors have huge lobby power.
"It's not that they're more evil,"
it's just that they have figured out the game better
and they have basically taken the influence they need
"to capture the market, capture the government,"
and snuff out all competition.
- Well...
- Or a lot of competition...
- Figure out the game better.
So I think a lot of companies are good at winning
the right way:
"by building better products, by, you know,"
making people happier with the work they're doing
and the winning at the game of capitalism.
And then there's other companies
that win at the game of lobbying.
"And I just wanna sort of draw that distinction,"
'cause I think it's a small subset of companies
that are playing the game of lobbying.
It's like big pharma...
"- So Lex, first of all,"
"you have to set rules for what makes sense, not, oh,"
"I don't like this industry, or I don't like"
"this company, or, hey,"
this company's not doing that much lobbying at this point.
"They will later, when they realize what's going on."
"So for example, in my opinion,"
AIPAC has totally bought almost all of Congress.
And so now other countries are gonna wake up
"and go, wait, you could just buy the American government?"
So AIPAC is gonna spend about $100 million
"in this cycle, and they're gonna,"
and then they're getting 26 billion back.
So every country in the world
"is soon gonna realize, oh,"
"take American citizens that live there,"
get them a tremendous amount of money and just buy
"the US government, right?"
"So that, but for corporations,"
"they've already realized that on a massive scale, right?"
"So for example, in the two industries you gave, automotive."
"So in New Jersey, about a decade or ago or so,"
one of the most powerful lobbies is car dealerships.
"So at the national level,"
"you've got pharma and you've got defense contractors,"
"et cetera, at the local level, guys who have huge power,"
"number one is utilities, number two is real estate,"
and then car dealerships are hilariously among
"the top, right?"
"Because it's local businesses that are, you know,"
financing the politicians at the local level.
So they passed a law saying that you have to sell
"through dealerships, but Tesla"
doesn't sell through dealerships.
"And it was intended to bully, intimidate,"
and push out Tesla out of the market.
They then did that in a number
of different states throughout the country.
So does that make any sense in a democracy? Of course not.
Why do you have to sell your product
through a specific vehicle or medium?
You could sell it any way you like.
That's the most anti-free market thing possible. Why?
It was just total utter corruption.
"And, but it's not, but it's perfectly legal."
The Supreme Court legalized bribery.
So then what happened in that case?
So then Elon came in and gave campaign contributions
and reversed it.
"So now we're in a battle where it's an open auction, right?"
Different companies are buying different politicians
and then they're pretending to have debates
"about principles and ideas, et cetera."
So now let's look at tech.
"In the beginning, Facebook was not spending any money"
in politics or almost any money in politics.
So what happens?
"They're getting hammered, they get pulled"
"into congressional hearings,"
"and Facebook's got fake news and oh my God,"
all these trouble from Facebook...
Then Facebook does the logical thing.
"Oh, it turns out I need to grease these sons of bitches."
Okay?
So then they hire a whole bunch
"of Republicans consultants, they go grease all"
"the Republicans and most of the corporate Democrats,"
and then all of a sudden we're no longer talking
about Facebook at all and Facebook are angels.
And now we've turned our attention to who?
"Facebook's top competitor, TikTok. Funny how that works."
Okay?
"And by the way, then Donald Trump goes, oh,"
"""And TikTok's big dangerous company,"
"they're working with China,"" okay?"
"And then Jeff Yass comes in on this cycle,"
"part owner of TikTok,"
"and he doesn't want TikTok banished, of course, right?"
So he gives Trump a couple of million dollars.
"Trump turns around the next day and goes,"
"""We love TikTok, TikTok's a good company,"" right?"
- So that's a big contributor to influencing
what politicians say and what they think.
"But it's not the entire thing, right?"
"- No, it is. It's 98%."
"I'll go on mainstream media and they'll be like, oh,"
I see what you're saying.
I can see how that influences politicians about 10%.
"I'm like, no, no, it's 98%."
"So, and even a lot of good people think it's 50-50."
They have principles and they have money.
"No, they have money and this smidge of principles,"
that's why I wanted to clarify 98-2.
"- Okay, so how do we fix it?"
So it's really interesting and nice
that you're pro-capitalism and anti-corporatism.
So how do we create a system
"where the free market can rule,"
"where capitalism can rule,"
we can have these vibrant flourishing
of all these companies competing against each other
and creating awesome stuff?
- Yeah.
"So in the book,"
I call it democratic capitalism as opposed
"to Bernie's democratic socialism, right?"
We can get into that distinction in a minute.
"But so as Adam Smith said,"
"and anyone who studies capitalism knows,"
you need the government to protect the market as well
"as the people, because, so like, why do we have cops?"
"Because if we don't have cops, somebody's gonna go, well,"
"I like Lex's equipment,"
why don't I just go into his house and take it?
Right?
"So you need the cops to protect you,"
and that's the government.
"So people say, ""Oh, I hate big government."" Do you?"
"Right? It depends, right?"
"If your house is getting robbed,"
"all of a sudden you like the government,"
"but you also need cops on Wall Street,"
"because if you allow insider trading,"
the powerful are gonna rob you blind
and the little guy's gonna get screwed.
So that's this easy example.
"And so if you don't have those cops,"
the bad guys are gonna take over.
"They're gonna set the rules, rig the rules in their favor..."
So that's why you need regulation.
And so the Republicans on purpose made regulation
a dirty word.
"They're like, ""Oh, all regulation is bad."""
And then sometimes on the left people fall for the trap
of all regulation is good.
A guy I like has a great analogy on this.
"Matt Stoller, he's one of the original,"
"I would argue, progressives."
And there's about four of us.
"I'm sure there's more,"
but that have stayed true to the original meaning
of progressivism and populism.
"Me, Matt Stoller, David Sirota, Ryan Grim. Okay?"
And they used to be in that original blogger group.
There was guys like Glenn Greenwald
"and other interesting cats, right?"
But they went in different directions.
So Matt has a great line.
"He says, if somebody comes up to you and says,"
how big a pipe do you want?
There is no answer for that.
"It depends on the job, doesn't it? Right?"
What are we doing? What are we building?
I'm gonna tell you the size of the pipe depending
on the project.
"So when people say,"
are you in favor of regulation or against it?
That's an absurd question. Of course you need regulation.
"It just means laws, right?"
"So don't kill your neighbor is a regulation, right?"
"So my idea is a simple one,"
"and one we're gonna keep coming back to, balance."
"So when my dad was a small business owner in New Jersey,"
and they inspected the elevator six times
"a year, that was overregulation."
"And I said to my dad, so should they not inspect it at all?"
I'm a young kid growing up.
"And he said, ""Oh, no, no,"
"you gotta inspect it at least twice a year."""
"I said, ""Why?"
"He said, ""Because in Turkey, sometimes they don't inspect it"
"and then the elevator falls."""
Okay?
"So bounds of reason,"
correct regulation to protect the markets and to protect
the American people.
- Yeah.
But finding the right level
"of regulation, especially, for example,"
"in tech, something I'm much more familiar with,"
is very difficult.
'Cause people in Congress are living
in the 20th century before the internet was invented.
"So like, how are they supposed to come up with regulations?"
- Yeah.
"- Well, that's the idea of the free market"
"is you should be able to sort of compete,"
"the market regulates, and then the government can step"
"in and protect the market from forming monopolies,"
"for example, which is easier to do."
- Yeah. But that's a form of regulation.
- Right.
But then there's like more check
in the elevator twice a year.
"That's a sort of specific watching, micromanaging."
"- So Lex, here's the deal."
There's no way around the laws are made
"by politicians, okay? - Yeah."
"- So, and so you can't give up then and go, oh,"
"it's a bunch of schmucks who,"
I think most politicians are just servants
for the donor class.
Alright?
"I, the, you know,"
the media makes it sound like they're the best of us.
"Oh, they deserve a lot of honor and respect,"
"and they kiss their ass, et cetera."
"I think generally speaking, they're usually the worst"
"of us, especially in this corporatist structure, right?"
"Because they're the guys who,"
"they're number one talent is, yes, sir, no, sir,"
"what would you like me to do with your donor money, sir?"
Absolutely. I'll serve you completely.
Or 98%. Right?
"So in this structure, the politicians are the worst of us."
But at some point you need somebody elected
to be your representative to do democratic capitalism
"so that you have capitalism,"
but it's checked by the government on behalf of the people.
"It's the people that are saying,"
these are the rules
of the land and you have to abide by them.
"So how do you get to the best possible answer,"
which is related
"to an earlier question you asked, Lex,"
which is the number one thing you have to do
is get big money outta politics.
"Everything else is near impossible,"
"as long as we are drowned in money,"
and whoever has more money wins.
"And by the way, when it comes to legislation, again,"
that's true about 98% of the time.
"Like we predict things ahead of time, people"
"are like, wow, how did you know"
that bill wasn't gonna pass or was gonna pass?
It's the easiest thing in the world.
"And we like literally, like,"
"teach our audience on The Young Turks, watch,"
you'll be able to see for yourself.
"And now like our members comment in,"
"they do these predictions,"
"they're almost always right, right?"
Because it's so simple. Follow the money.
"So if you get big money out of politics,"
"and I could explain how to do that in a sec,"
then you are at a place where you got your best shot
at honest representatives that are gonna try their best
to get to the right answer.
Are they gonna get to the right answer out of the gate?
Usually not.
"So they pass a law, there's something wrong"
"with the law, they then fix that part, they,"
it's a pendulum.
"You know, you don't want it to swing too widely,"
but you do need a little bit of oscillation
in that pendulum to get to the right balance.
"- By the way,"
I was listening to Joe Biden
"from when he was like 30 years old, the speeches,"
he was eloquent as hell. - Yeah.
- It's fun to listen to actually.
"And he has a speech he gives,"
"or just maybe a conversation in Congress,"
"I'm not sure where,"
where he talks about how corrupt the whole system is.
And he's really honest and like fun
"and that Joe Biden's great, by the way, that guy,"
"I mean age sucks, you know, people get older."
But he was talking quite honestly about like
having to suck up to all these rich people
and that he couldn't really suck up
to the really rich people.
"They said, come back to us 10 years later"
when you're like more integrated into the system.
But he was really honest about it.
And he's saying that that's how it is.
That's what we have to do.
And that really sucks that that's what we have to do.
- Yeah.
So we did a video on our TikTok channel then and now
of Joe Biden.
This is when I was trying to push Biden out.
- We should say you were one of the people early
on saying Biden needs to step down.
- Yeah.
I started about a year ago 'cause I was positive
that Biden had a 0% chance of winning.
"And it turned out, by the way,"
"two days before he dropped out, his inside advisors,"
"inside the White House said, yeah,"
near 0% chance of winning. - Yeah.
- So we were right all along.
"- You got a lot of criticism for that, by the way, but yeah."
- Yeah.
We'll we can come back to that.
"Yes, I did. And which makes it Tuesday for me."
(laughs) I get a lot of criticism for everything.
"And by the way, Democratic Party, you're welcome."
"So, but Biden's a really interesting example."
I'm really glad you brought it up.
"So the video on TikTok was just showing Biden then,"
"Biden now. And you're right, Biden was so dynamic."
"When you see how dynamic he was, we did like side"
"by side, right?"
"And then you see him now (mumbles) anyways, right?"
"You're like, oh, that's not the same guy."
I get it. Right?
"So, and that got like 5 million views because it resonates."
"They're like, yeah, of course. Right?"
"But when he first started,"
"to the point you were making, Lex, he, one of, in fact,"
"I know, 'cause I talked to him about this,"
his very first bill was anti-corruption.
Why?
"Because at that point, everything changes in 1976 to '78,"
the Supreme Court decisions
that basically legalized bribery.
"But remember, Biden is ancient."
So he's coming into politics at a time when money
has not yet drowned politics.
"And in fact, the American population is super pissed"
about the fact that it's begun.
They don't like corruption.
"So early Biden, because he's reading the room,"
is very anti-corruption.
And the first bill he proposes to get money out
"of politics, okay?"
But as Biden goes on for his epic 200 year career
"in Washington, he starts to get not more conservative,"
"more corporate, because he's just taken more and more money."
"By the middle of his career he has a nickname,"
"the senator from MBNA, okay?"
MBNA was a credit card company based in Delaware.
The reason he had that nickname
is because there isn't anything Joe Biden wouldn't
have done for credit card companies
"and corporations based in Delaware,"
which are almost all corporations.
Okay?
"So he became the most corporate senator in the country,"
"and hence, the most beloved by corporate media."
And corporate media
has protected him his entire career until about a month ago.
"So for example, in the primaries, both in 2020 and 2024,"
"if you said the Senator from MBNA, I guarantee you,"
almost no one in the audience has heard of it.
"If you heard of it, good job,"
"you know politics really well, okay?"
But the reason you didn't hear of it
is because the mainstream media wouldn't say
that's outrageous of Joe Biden to be such
a corporate stooge.
"They'd say, that's outrageous of you"
to point out something that's true!
And something we reported on earlier! Okay?
And so they protected him at all costs.
"Now, finally, when you get to this version"
"of Joe Biden, he can't talk, he can't walk..."
He bears no resemblance to the young guy who came
in saying that money in politics was a problem.
Now he's saying money in politics is the solution.
"And in 2020, he said, well,"
I can raise more money than Bernie.
I can kiss corporate better than Bernie.
"I'm the biggest corporate ass kisser in the world,"
so I'm gonna raise a billion dollars and you need
to support me.
"Now, of course he doesn't say it in those words,"
but that was the message to the establishment.
"And Buttigieg, Klobuchar, Obama, Clyburn, everybody goes,"
"oh, that's right."
"Biden, Biden, Biden, Biden, not Bernie."
I don't know that there's anybody in the country
who instinctually dislikes Bernie more than Barack Obama.
"- Oh, that's an interesting..."
I'm not taking that attention at this moment.
"Because you mentioned mainstream media,"
what's the motivation for mainstream media
to be corporatist also?
"- So first of all, they're giant corporations."
So they're all multi-billion dollar corporations.
In the old days we had a incredible number of media outlets.
"So you go to San Francisco,"
there'd be at least two papers and there'd be
"a paper boy, and I'm going all the way back,"
paper boy on each corner.
And they're competing with one another.
"Literally, they'd be on the corner, right?"
"And one guy's going, oh, here are all these details."
"They're trying to get an audience,"
they're trying to get people interested.
"So they're populist, they're interesting,"
"they're muckrakers, they're challenging the government."
"Fast forward to now, or not now,"
"but about a decade ago, five years ago,"
"in that ballpark, now there's only six"
giant media corporations left.
"And it's an oligopoly, right?"
And they're all multi-billion dollar corporations.
They all want tax cuts.
"Half of them are also, especially about 20 years ago,"
"during the Iraq War, half of them are defense contractors."
So they're just using the news as marketing
to start wars like the Iraq War.
"And then GE, which owned MSNBC,"
"makes a tremendous amount of money,"
so much more money from war than it does for media
that media is a good marketing spend for these corporations.
"Now, that's part of it,"
that they themselves want the same exact thing as
"the rest of corporations do for corporate rule,"
"lower tax cuts, deregulation, so they can merge, et cetera."
But the second part of it is arguably even more important.
So where does all that money in politics go?
"So for example, in 2022, it's just"
"a midterm election, no presidential,"
should be lower spending.
"A ridiculous $17 billion are spent, okay?"
On the election cycle. Where does the 17 billion go?
"Almost all of it goes into corporate media,"
"mainstream media, television, newspapers, radio."
They're buying ads like nuts.
"So we have a reporter at TYT, David Schuster,"
"he used to work at MSNBC, Fox News, et cetera."
And David once did a piece about money and politics
at a local NBC news station.
"And his editor or GM spiked a story,"
"and David goes into his office and asks him, said, ""Why?"
This story is true. It's a huge part of politics.
"If we're gonna report on this issue,"
"we gotta tell you what's actually happening."""
"So he says, ""David, come here."""
"He puts his arm around his shoulders,"
"takes him to the big newsroom, and he goes,"
"""You see all this?"
"Money in politics paid for that."""
- That's really fascinating.
"So big corporations, they're giving money"
to politicians through different channels.
And then the politicians are spending that money
on mainstream media.
And so there's a vicious cycle where it's in the interest
of the mainstream media not to criticize
the very corporations that are feeding that cycle.
"It's not actually direct,"
"it's not like corporations are,"
because I was thinking one of the ways
"is direct advertisement, like pharmaceuticals obviously"
"advertise a lot on mainstream media,"
"but there's also indirect,"
"which is like giving the politicians money,"
or super PACs and then the super PACs then the spend money
on the...
"- That's why media never,"
mainstream media never talks about the number one factor
"in politics, which is money."
"Like we all know, I mean,"
"as we talked about earlier, we see it with our own eyes."
Open auction.
"Any country, any company, anybody that has money,"
"the politicians will now literally say,"
"I am now working for this guy, as Trump says,"
"'cause he gave me a strong endorsement,"
"which means a lot of money, right?"
"And so, and the press never covers it. Almost never, right?"
So you're telling me you're doing
an article on the infrastructure build
"or a Build Back Better, et cetera,"
and you are not gonna mention the enormous amount
of money that every lobbyist spent on that bill?
That's absurd. That's absurd.
That's 98% of the ball game.
And the reason they hide the ball
is 'cause they don't want you to know this whole thing
is based on the money that they are receiving.
"And by the way, that one more thing about that, Lex,"
"it's that the ads themselves actually,"
"they work and they work pretty well,"
but that's not the main reason you spend money on ads.
You spend the money on ads to get friendly coverage
"from the content, from the free media"
that you're getting from that same outlet.
And so since every newspaper and every
television station and network knows
that the Democratic Party and the Republican Party
"are their top clients,"
"they're going to get billions of dollars from them,"
they never really criticize the Republican
and Democratic Party.
"On the other hand, if you're an outsider,"
they'll rip your face off.
- That's also really interesting.
"So if you're an advertiser,"
"if you're a big pharma and you're advertising,"
"it's not that the advertisement works,"
it's that the hosts
"are too afraid, not like explicitly,"
"just even implicitly, they're self-censoring."
They're not going to have any guests
that are like controversial anti-big pharma
or they're not gonna make any jokes
"about big pharma, they're not gonna make..."
"And that kind of, that continues and expands."
- Yeah. - That's really interesting.
- Yeah. Sometimes it's super direct.
"When I was a host on MSNBC,"
I had a company that I was criticizing in my script
and management looked at it.
"And by the way,"
I used to go off prompter a lot and it drove him crazy.
Not because I wasn't good at it.
I think my ratings went up whenever I went off prompter.
But because they couldn't pre-approve the script.
And what do they wanna pre-approve?
"Hey, are you gonna criticize one of our sponsors,"
"one of our advertisers, et cetera."
So we had a giant fight over it and the compromise
"was I moved them lower in the script,"
but kept them in the story.
Right?
"So sometimes it's super direct like that, but more,"
"way more often it's implicit, it's indirect."
"You don't have to say it, right?"
So I give you
a spectacular example of it so that you get a sense
of how it works implicitly.
"So since GE is a giant defense contractor,"
"they own MSNBC at the time of the Iraq War,"
